año,codigo snies del programa,inscritos,semestre
2020,90526,15,1
2020,90528,9,1
2020,90529,266,1
2020,90531,94,1
2020,90535,12,1
2020,90536,86,1
2020,90537,80,1
2020,90538,18,1
2020,90555,87,1
2020,90557,2,1
2020,90558,13,1
2020,90559,64,1
2020,90570,38,1
2020,90574,2,1
2020,90575,10,1
2020,90576,9,1
2020,90577,8,1
2020,90581,69,1
2020,90582,1,1
2020,90595,18,1
2020,90596,8,1
2020,90598,14,1
2020,90602,58,1
2020,90605,7,1
2020,90608,14,1
2020,90611,13,1
2020,90612,3,1
2020,90614,40,1
2020,90616,19,1
2020,90619,5,1
2020,90621,32,1
2020,90623,26,1
2020,90633,23,1
2020,90635,1,1
2020,90636,16,1
2020,90637,28,1
2020,90638,187,1
2020,90639,3,1
2020,90640,54,1
2020,90644,6,1
2020,90647,32,1
2020,90648,19,1
2020,90649,17,1
2020,90654,49,1
2020,90658,6,1
2020,90660,8,1
2020,90661,112,1
2020,90662,65,1
2020,90663,68,1
2020,90664,5,1
2020,90665,10,1
2020,90666,13,1
2020,90668,30,1
2020,90670,989,1
2020,90672,118,1
2020,90673,15,1
2020,90675,402,1
2020,90676,1833,1
2020,90678,28,1
2020,90679,37,1
2020,90680,21,1
2020,90686,10,1
2020,90688,11,1
2020,90691,24,1
2020,90692,26,1
2020,90693,26,1
2020,90695,10,1
2020,90696,116,1
2020,90697,8,1
2020,90699,3,1
2020,90700,2,1
2020,90703,20,1
2020,90704,55,1
2020,90708,46,1
2020,90709,4,1
2020,90710,196,1
2020,90711,144,1
2020,90713,1,1
2020,90714,338,1
2020,90715,41,1
2020,90717,22,1
2020,90721,52,1
2020,90722,230,1
2020,90734,77,1
2020,90738,64,1
2020,90739,13,1
2020,90748,30,1
2020,90750,41,1
2020,90751,4,1
2020,90752,23,1
2020,90753,26,1
2020,90754,32,1
2020,90759,2,1
2020,90760,10,1
2020,90764,3,1
2020,90766,55,1
2020,90770,2,1
2020,90771,4,1
2020,90772,95,1
2020,90774,16,1
2020,90775,22,1
2020,90777,4,1
2020,90781,54,1
2020,90789,9,1
2020,90793,52,1
2020,90794,3,1
2020,90795,18,1
2020,90797,110,1
2020,90798,27,1
2020,90799,147,1
2020,90802,4,1
2020,90804,201,1
2020,90805,45,1
2020,90806,29,1
2020,90808,80,1
2020,90809,12,1
2020,90811,217,1
2020,90812,1,1
2020,90814,3,1
2020,90815,90,1
2020,90816,84,1
2020,90818,60,1
2020,90821,8,1
2020,90822,2,1
2020,90826,19,1
2020,90827,12,1
2020,90828,38,1
2020,90835,1,1
2020,90836,99,1
2020,90841,1,1
2020,90844,188,1
2020,90845,3,1
2020,90847,82,1
2020,90849,44,1
2020,90850,10,1
2020,90851,29,1
2020,90856,52,1
2020,90860,441,1
2020,90862,8,1
2020,90863,3,1
2020,90866,31,1
2020,90869,8,1
2020,90871,43,1
2020,90873,262,1
2020,90874,44,1
2020,90876,189,1
2020,90881,21,1
2020,90882,18,1
2020,90883,20,1
2020,90885,4,1
2020,90886,53,1
2020,90887,63,1
2020,90892,35,1
2020,90893,97,1
2020,90894,173,1
2020,90901,279,1
2020,90904,26,1
2020,90905,1,1
2020,90906,20,1
2020,90909,3,1
2020,90911,9,1
2020,90919,17,1
2020,90921,74,1
2020,90923,1,1
2020,90924,5,1
2020,90926,87,1
2020,90927,17,1
2020,90930,3,1
2020,90935,41,1
2020,90936,13,1
2020,90937,105,1
2020,90939,77,1
2020,90941,369,1
2020,90942,2,1
2020,90943,10,1
2020,90944,4,1
2020,90945,11,1
2020,90949,29,1
2020,90950,9,1
2020,90953,14,1
2020,90957,2,1
2020,90960,16,1
2020,90961,94,1
2020,90967,6,1
2020,90968,1,1
2020,90969,2,1
2020,90970,16,1
2020,90974,35,1
2020,90975,249,1
2020,90977,4,1
2020,90978,60,1
2020,90979,148,1
2020,90980,68,1
2020,90981,19,1
2020,90985,9,1
2020,90987,6,1
2020,90993,30,1
2020,90996,126,1
2020,90998,1,1
2020,91000,196,1
2020,91001,256,1
2020,91002,170,1
2020,91005,20,1
2020,91010,15,1
2020,91011,7,1
2020,91014,138,1
2020,91021,4,1
2020,91022,36,1
2020,91027,116,1
2020,91037,27,1
2020,91040,36,1
2020,91041,25,1
2020,91049,194,1
2020,91050,3,1
2020,91053,78,1
2020,91055,64,1
2020,91056,22,1
2020,91058,6,1
2020,91060,303,1
2020,91061,178,1
2020,91069,69,1
2020,91072,1,1
2020,91073,14,1
2020,91074,16,1
2020,91076,9,1
2020,91078,2,1
2020,91079,28,1
2020,91080,12,1
2020,91081,77,1
2020,91086,5,1
2020,91087,1,1
2020,91088,2,1
2020,91089,32,1
2020,91090,1,1
2020,91099,9,1
2020,91100,12,1
2020,91101,25,1
2020,91102,53,1
2020,91104,43,1
2020,91110,18,1
2020,91111,15,1
2020,91113,13,1
2020,91121,27,1
2020,91126,6,1
2020,91127,90,1
2020,91136,40,1
2020,91137,11,1
2020,91140,272,1
2020,91142,429,1
2020,91146,50,1
2020,91147,81,1
2020,91151,82,1
2020,91152,27,1
2020,91153,68,1
2020,91155,32,1
2020,91157,246,1
2020,91159,42,1
2020,91160,2,1
2020,91161,201,1
2020,91162,123,1
2020,91163,167,1
2020,91165,11,1
2020,91169,128,1
2020,91172,1523,1
2020,91174,124,1
2020,91175,976,1
2020,91176,72,1
2020,91177,1378,1
2020,91178,1189,1
2020,91179,181,1
2020,91180,110,1
2020,91181,829,1
2020,91182,90,1
2020,91186,171,1
2020,91188,296,1
2020,91189,1614,1
2020,91191,1153,1
2020,91193,93,1
2020,91196,494,1
2020,91198,1201,1
2020,91199,478,1
2020,91201,149,1
2020,91202,139,1
2020,91203,46,1
2020,91204,58,1
2020,91206,80,1
2020,91207,70,1
2020,91209,85,1
2020,91210,57,1
2020,91211,19,1
2020,91214,37,1
2020,91215,27,1
2020,91216,63,1
2020,91218,28,1
2020,91220,5,1
2020,91221,96,1
2020,91224,146,1
2020,91225,61,1
2020,91228,589,1
2020,91230,288,1
2020,91231,36,1
2020,91234,174,1
2020,91235,17,1
2020,91237,2997,1
2020,91243,4,1
2020,91245,34,1
2020,91250,16,1
2020,91251,17,1
2020,91252,1,1
2020,91253,2,1
2020,91256,7,1
2020,91257,22,1
2020,91258,1,1
2020,91259,9,1
2020,91262,15,1
2020,91265,43,1
2020,91268,4,1
2020,91269,14,1
2020,91272,18,1
2020,91273,32,1
2020,91275,123,1
2020,91278,6,1
2020,91279,38,1
2020,91281,15,1
2020,91282,11,1
2020,91283,272,1
2020,91286,11,1
2020,91290,9,1
2020,91291,7,1
2020,91295,9,1
2020,91297,50,1
2020,91301,87,1
2020,91312,86,1
2020,91317,7,1
2020,91319,100,1
2020,91320,442,1
2020,91324,1,1
2020,91325,4,1
2020,91326,22,1
2020,91327,14,1
2020,91329,760,1
2020,91330,19,1
2020,91334,47,1
2020,91335,5,1
2020,91336,2,1
2020,91338,31,1
2020,91344,10,1
2020,91345,13,1
2020,91346,59,1
2020,91347,65,1
2020,91348,32,1
2020,91350,36,1
2020,91352,7,1
2020,91354,17,1
2020,91357,12,1
2020,91358,1,1
2020,91359,24,1
2020,91360,43,1
2020,91361,24,1
2020,91362,14,1
2020,91364,5,1
2020,91365,4,1
2020,91366,36,1
2020,91367,46,1
2020,91369,13,1
2020,91370,2,1
2020,91371,19,1
2020,91373,1,1
2020,91374,24,1
2020,91375,35,1
2020,91376,39,1
2020,91381,45,1
2020,91382,38,1
2020,91386,39,1
2020,91388,12,1
2020,91390,11,1
2020,91392,3,1
2020,91393,1,1
2020,91396,127,1
2020,91397,15,1
2020,91403,21,1
2020,91404,12,1
2020,91408,78,1
2020,91409,34,1
2020,91410,77,1
2020,91411,53,1
2020,91412,3,1
2020,91413,65,1
2020,91414,60,1
2020,91415,7,1
2020,91416,13,1
2020,91418,29,1
2020,91419,2,1
2020,91422,13,1
2020,91423,41,1
2020,91425,223,1
2020,91426,3,1
2020,91427,118,1
2020,91428,14,1
2020,91429,659,1
2020,91430,27,1
2020,91431,340,1
2020,91432,15,1
2020,91434,13,1
2020,91437,978,1
2020,91442,99,1
2020,91444,2,1
2020,91446,4,1
2020,91447,28,1
2020,91451,52,1
2020,91452,216,1
2020,91454,96,1
2020,91462,34,1
2020,91463,27,1
2020,91483,980,1
2020,91486,633,1
2020,91489,689,1
2020,91490,157,1
2020,91491,54,1
2020,91493,391,1
2020,91497,13,1
2020,91498,7,1
2020,91499,7,1
2020,91501,381,1
2020,91502,77,1
2020,91503,33,1
2020,91504,23,1
2020,91508,2,1
2020,91511,8,1
2020,91512,229,1
2020,91518,365,1
2020,91523,13,1
2020,101265,2,1
2020,101272,1,1
2020,101275,19,1
2020,101281,14,1
2020,101283,4,1
2020,101284,3,1
2020,101288,37,1
2020,101289,3,1
2020,101292,31,1
2020,101293,16,1
2020,101295,88,1
2020,101297,26,1
2020,101298,32,1
2020,101300,111,1
2020,101301,132,1
2020,101302,86,1
2020,101308,1,1
2020,101309,22,1
2020,101313,410,1
2020,101318,56,1
2020,101320,6,1
2020,101321,21,1
2020,101324,14,1
2020,101325,21,1
2020,101328,14,1
2020,101329,59,1
2020,101330,20,1
2020,101333,4,1
2020,101339,41,1
2020,101346,34,1
2020,101347,161,1
2020,101351,320,1
2020,101353,3,1
2020,101354,9,1
2020,101357,18,1
2020,101358,1,1
2020,101359,1,1
2020,101362,4,1
2020,101363,9,1
2020,101364,2,1
2020,101377,5,1
2020,101379,4,1
2020,101382,332,1
2020,101384,19,1
2020,101385,2,1
2020,101387,8,1
2020,101388,1155,1
2020,101389,582,1
2020,101390,63,1
2020,101392,4033,1
2020,101393,37,1
2020,101398,37,1
2020,101399,16,1
2020,101401,215,1
2020,101404,29,1
2020,101406,64,1
2020,101409,136,1
2020,101426,76,1
2020,101429,21,1
2020,101430,139,1
2020,101432,62,1
2020,101435,17,1
2020,101439,43,1
2020,101440,7,1
2020,101442,78,1
2020,101443,80,1
2020,101445,28,1
2020,101449,3,1
2020,101452,22,1
2020,101453,37,1
2020,101456,27,1
2020,101458,38,1
2020,101460,2,1
2020,101461,20,1
2020,101462,229,1
2020,101463,122,1
2020,101467,8,1
2020,101468,31,1
2020,101469,68,1
2020,101470,17,1
2020,101471,7,1
2020,101472,7,1
2020,101475,34,1
2020,101480,158,1
2020,101482,381,1
2020,101487,79,1
2020,101488,48,1
2020,101492,388,1
2020,101493,10,1
2020,101495,21,1
2020,101514,110,1
2020,101520,20,1
2020,101521,29,1
2020,101523,30,1
2020,101524,129,1
2020,101525,58,1
2020,101531,40,1
2020,101532,11,1
2020,101533,78,1
2020,101535,14,1
2020,101541,14,1
2020,101543,63,1
2020,101545,2,1
2020,101546,5,1
2020,101549,4,1
2020,101551,79,1
2020,101557,12,1
2020,101562,136,1
2020,101570,4,1
2020,101571,82,1
2020,101578,252,1
2020,101581,4,1
2020,101582,10,1
2020,101595,4,1
2020,101596,70,1
2020,101597,420,1
2020,101598,185,1
2020,101599,19,1
2020,101601,3,1
2020,101603,30,1
2020,101604,5,1
2020,101605,30,1
2020,101613,41,1
2020,101617,5,1
2020,101620,15,1
2020,101627,14,1
2020,101628,40,1
2020,101633,60,1
2020,101635,34,1
2020,101636,15,1
2020,101637,197,1
2020,101638,35,1
2020,101639,23,1
2020,101640,98,1
2020,101645,69,1
2020,101647,221,1
2020,101648,2,1
2020,101649,33,1
2020,101650,84,1
2020,101652,66,1
2020,101655,6,1
2020,101657,34,1
2020,101658,2,1
2020,101660,515,1
2020,101661,431,1
2020,101663,124,1
2020,101665,4,1
2020,101666,13,1
2020,101667,4,1
2020,101670,1,1
2020,101674,21,1
2020,101676,11,1
2020,101677,54,1
2020,101678,16,1
2020,101680,1,1
2020,101681,31,1
2020,101682,64,1
2020,101687,62,1
2020,101690,2,1
2020,101691,1,1
2020,101692,33,1
2020,101693,14,1
2020,101696,35,1
2020,101697,4,1
2020,101706,37,1
2020,101707,197,1
2020,101714,16,1
2020,101715,4,1
2020,101718,28,1
2020,101719,22,1
2020,101721,118,1
2020,101724,368,1
2020,101725,63,1
2020,101728,57,1
2020,101734,99,1
2020,101735,20,1
2020,101738,7,1
2020,101741,50,1
2020,101742,1,1
2020,101746,6,1
2020,101747,48,1
2020,101749,4,1
2020,101753,1,1
2020,101754,2,1
2020,101756,40,1
2020,101758,237,1
2020,101759,58,1
2020,101760,7,1
2020,101761,5,1
2020,101766,9,1
2020,101768,16,1
2020,101773,77,1
2020,101774,16,1
2020,101775,11,1
2020,101776,46,1
2020,101777,56,1
2020,101778,17,1
2020,101780,8,1
2020,101783,13,1
2020,101784,33,1
2020,101785,2,1
2020,101786,4,1
2020,101790,8,1
2020,101794,81,1
2020,101801,21,1
2020,101803,33,1
2020,101804,11,1
2020,101808,15,1
2020,101810,14,1
2020,101811,2,1
2020,101813,3,1
2020,101814,5,1
2020,101816,288,1
2020,101820,17,1
2020,101822,122,1
2020,101827,94,1
2020,101830,7,1
2020,101838,73,1
2020,101843,34,1
2020,101844,17,1
2020,101849,5,1
2020,101850,29,1
2020,101852,7,1
2020,101855,29,1
2020,101856,44,1
2020,101857,30,1
2020,101860,167,1
2020,101862,35,1
2020,101863,63,1
2020,101864,1,1
2020,101867,70,1
2020,101871,30,1
2020,101874,8,1
2020,101875,1,1
2020,101877,36,1
2020,101878,60,1
2020,101879,90,1
2020,101881,6,1
2020,101884,10,1
2020,101888,19,1
2020,101893,46,1
2020,101895,8,1
2020,101896,215,1
2020,101897,8,1
2020,101898,23,1
2020,101902,75,1
2020,101903,21,1
2020,101904,53,1
2020,101908,227,1
2020,101910,56,1
2020,101912,318,1
2020,101914,282,1
2020,101918,21,1
2020,101922,23,1
2020,101923,47,1
2020,101924,77,1
2020,101928,63,1
2020,101929,15,1
2020,101930,1,1
2020,101932,190,1
2020,101936,24,1
2020,101938,4,1
2020,101940,39,1
2020,101941,85,1
2020,101942,8,1
2020,101944,10,1
2020,101945,24,1
2020,101947,37,1
2020,101948,87,1
2020,101949,94,1
2020,101950,6,1
2020,101955,16,1
2020,101957,33,1
2020,101959,16,1
2020,101960,18,1
2020,101961,1,1
2020,101968,30,1
2020,101972,17,1
2020,101973,129,1
2020,101976,126,1
2020,101980,16,1
2020,101981,34,1
2020,101982,3,1
2020,101983,1,1
2020,101984,2,1
2020,101988,25,1
2020,101990,31,1
2020,101991,24,1
2020,101992,94,1
2020,101994,22,1
2020,101995,28,1
2020,101996,20,1
2020,101997,10,1
2020,101998,40,1
2020,101999,45,1
2020,102001,25,1
2020,102003,184,1
2020,102009,28,1
2020,102017,34,1
2020,102019,108,1
2020,102021,26,1
2020,102022,13,1
2020,102023,87,1
2020,102029,31,1
2020,102034,26,1
2020,102035,36,1
2020,102039,6,1
2020,102040,30,1
2020,102041,1,1
2020,102042,16,1
2020,102043,211,1
2020,102044,125,1
2020,102045,29,1
2020,102046,2,1
2020,102049,17,1
2020,102051,114,1
2020,102053,6,1
2020,102054,6,1
2020,102056,98,1
2020,102057,5,1
2020,102058,3,1
2020,102059,2,1
2020,102060,1,1
2020,102061,39,1
2020,102063,32,1
2020,102064,11,1
2020,102065,36,1
2020,102066,3,1
2020,102067,18,1
2020,102072,4,1
2020,102073,28,1
2020,102074,21,1
2020,102075,18,1
2020,102076,38,1
2020,102077,7,1
2020,102081,12,1
2020,102082,28,1
2020,102083,85,1
2020,102084,16,1
2020,102088,11,1
2020,102094,122,1
2020,102106,91,1
2020,102107,90,1
2020,102110,115,1
2020,102113,61,1
2020,102119,126,1
2020,102120,18,1
2020,102121,31,1
2020,102122,4,1
2020,102124,22,1
2020,102126,19,1
2020,102127,51,1
2020,102128,2,1
2020,102130,3,1
2020,102132,14,1
2020,102133,30,1
2020,102134,2,1
2020,102137,31,1
2020,102139,55,1
2020,102140,2,1
2020,102141,40,1
2020,102142,1,1
2020,102143,120,1
2020,102145,4,1
2020,102146,15,1
2020,102148,561,1
2020,102151,42,1
2020,102152,118,1
2020,102153,44,1
2020,102154,14,1
2020,102156,19,1
2020,102157,4,1
2020,102159,7,1
2020,102160,20,1
2020,102161,42,1
2020,102162,54,1
2020,102169,73,1
2020,102173,39,1
2020,102174,40,1
2020,102180,29,1
2020,102181,139,1
2020,102182,151,1
2020,102185,46,1
2020,102186,39,1
2020,102187,45,1
2020,102188,57,1
2020,102189,6,1
2020,102191,44,1
2020,102193,18,1
2020,102197,31,1
2020,102198,46,1
2020,102205,11,1
2020,102206,34,1
2020,102207,14,1
2020,102208,6,1
2020,102209,42,1
2020,102212,30,1
2020,102217,46,1
2020,102219,1,1
2020,102223,12,1
2020,102224,86,1
2020,102226,15,1
2020,102230,153,1
2020,102233,4,1
2020,102234,14,1
2020,102235,2,1
2020,102236,133,1
2020,102239,9,1
2020,102244,19,1
2020,102245,3,1
2020,102249,62,1
2020,102250,3,1
2020,102252,61,1
2020,102253,11,1
2020,102256,13,1
2020,102258,1,1
2020,102259,28,1
2020,102261,4,1
2020,102262,446,1
2020,102265,35,1
2020,102267,104,1
2020,102269,49,1
2020,102272,3,1
2020,102275,10,1
2020,102276,4,1
2020,102278,22,1
2020,102279,29,1
2020,102284,12,1
2020,102287,278,1
2020,102289,17,1
2020,102290,77,1
2020,102291,26,1
2020,102293,29,1
2020,102297,1,1
2020,102298,23,1
2020,102300,81,1
2020,102302,25,1
2020,102303,45,1
2020,102304,2,1
2020,102305,98,1
2020,102306,11,1
2020,102309,23,1
2020,102314,37,1
2020,102315,23,1
2020,102317,86,1
2020,102318,22,1
2020,102319,3,1
2020,102321,163,1
2020,102322,22,1
2020,102323,29,1
2020,102324,15,1
2020,102325,25,1
2020,102327,33,1
2020,102328,37,1
2020,102329,106,1
2020,102333,22,1
2020,102336,40,1
2020,102337,372,1
2020,102338,13,1
2020,102341,21,1
2020,102343,41,1
2020,102344,60,1
2020,102347,8,1
2020,102348,29,1
2020,102351,132,1
2020,102359,276,1
2020,102362,33,1
2020,102372,307,1
2020,102373,335,1
2020,102377,26,1
2020,102378,372,1
2020,102379,11,1
2020,102380,62,1
2020,102382,46,1
2020,102383,307,1
2020,102385,12,1
2020,102386,8,1
2020,102387,7,1
2020,102388,461,1
2020,102389,26,1
2020,102390,1,1
2020,102393,12,1
2020,102394,6,1
2020,102395,27,1
2020,102396,11,1
2020,102401,28,1
2020,102402,28,1
2020,102404,7,1
2020,102405,19,1
2020,102410,12,1
2020,102411,26,1
2020,102413,20,1
2020,102414,14,1
2020,102418,35,1
2020,102420,19,1
2020,102421,9,1
2020,102422,17,1
2020,102424,20,1
2020,102425,15,1
2020,102426,3,1
2020,102432,105,1
2020,102434,90,1
2020,102436,360,1
2020,102437,2,1
2020,102439,60,1
2020,102440,9,1
2020,102441,72,1
2020,102444,5,1
2020,102445,3,1
2020,102447,230,1
2020,102449,76,1
2020,102450,46,1
2020,102461,8,1
2020,102462,2,1
2020,102463,32,1
2020,102464,256,1
2020,102466,41,1
2020,102467,61,1
2020,102468,102,1
2020,102470,234,1
2020,102471,148,1
2020,102473,99,1
2020,102477,22,1
2020,102478,68,1
2020,102479,47,1
2020,102480,6,1
2020,102482,5,1
2020,102484,21,1
2020,102485,29,1
2020,102486,9,1
2020,102489,57,1
2020,102490,14,1
2020,102492,4,1
2020,102493,6,1
2020,102494,2,1
2020,102498,13,1
2020,102499,7,1
2020,102500,55,1
2020,102502,17,1
2020,102504,4,1
2020,102505,22,1
2020,102509,71,1
2020,102510,4,1
2020,102511,4,1
2020,102516,8,1
2020,102517,24,1
2020,102518,5,1
2020,102519,38,1
2020,102521,51,1
2020,102523,14,1
2020,102524,31,1
2020,102525,1,1
2020,102526,146,1
2020,102527,9,1
2020,102532,1,1
2020,102533,15,1
2020,102535,8,1
2020,102536,4,1
2020,102537,86,1
2020,102538,8,1
2020,102540,101,1
2020,102541,21,1
2020,102542,42,1
2020,102543,49,1
2020,102544,52,1
2020,102547,86,1
2020,102549,8,1
2020,102551,54,1
2020,102554,456,1
2020,102555,60,1
2020,102556,15,1
2020,102558,74,1
2020,102559,34,1
2020,102560,94,1
2020,102561,66,1
2020,102562,6,1
2020,102566,2,1
2020,102568,8,1
2020,102570,323,1
2020,102572,17,1
2020,102574,12,1
2020,102575,9,1
2020,102576,41,1
2020,102577,6,1
2020,102578,72,1
2020,102579,27,1
2020,102582,22,1
2020,102584,6,1
2020,102585,26,1
2020,102587,1,1
2020,102588,6,1
2020,102589,7,1
2020,102591,6,1
2020,102595,14,1
2020,102597,464,1
2020,102598,38,1
2020,102599,11,1
2020,102600,15,1
2020,102601,26,1
2020,102602,45,1
2020,102603,184,1
2020,102604,122,1
2020,102605,12,1
2020,102606,14,1
2020,102607,239,1
2020,102609,73,1
2020,102617,190,1
2020,102618,171,1
2020,102619,436,1
2020,102620,165,1
2020,102621,94,1
2020,102622,16,1
2020,102623,25,1
2020,102624,13,1
2020,102626,4,1
2020,102627,68,1
2020,102628,172,1
2020,102630,70,1
2020,102631,63,1
2020,102632,26,1
2020,102633,111,1
2020,102634,72,1
2020,102635,32,1
2020,102636,14,1
2020,102637,31,1
2020,102639,29,1
2020,102640,7,1
2020,102641,3,1
2020,102643,87,1
2020,102646,2,1
2020,102648,4,1
2020,102649,49,1
2020,102650,99,1
2020,102654,25,1
2020,102655,261,1
2020,102656,126,1
2020,102664,45,1
2020,102665,51,1
2020,102666,2,1
2020,102667,1,1
2020,102668,61,1
2020,102669,20,1
2020,102670,13,1
2020,102672,7,1
2020,102673,28,1
2020,102675,92,1
2020,102677,39,1
2020,102678,11,1
2020,102680,4,1
2020,102681,942,1
2020,102682,19,1
2020,102688,22,1
2020,102689,56,1
2020,102690,15,1
2020,102691,138,1
2020,102692,20,1
2020,102693,18,1
2020,102694,32,1
2020,102695,95,1
2020,102697,17,1
2020,102701,15,1
2020,102702,20,1
2020,102703,9,1
2020,102704,631,1
2020,102705,18,1
2020,102706,20,1
2020,102707,31,1
2020,102708,22,1
2020,102709,134,1
2020,102710,98,1
2020,102711,5,1
2020,102712,25,1
2020,102714,9,1
2020,102718,13,1
2020,102721,33,1
2020,102723,17,1
2020,102724,815,1
2020,102725,30,1
2020,102728,35,1
2020,102729,157,1
2020,102733,23,1
2020,102735,19,1
2020,102739,39,1
2020,102742,695,1
2020,102743,38,1
2020,102744,75,1
2020,102747,8,1
2020,102748,23,1
2020,102749,8,1
2020,102752,8,1
2020,102753,35,1
2020,102755,34,1
2020,102757,40,1
2020,102758,13,1
2020,102759,23,1
2020,102760,23,1
2020,102761,162,1
2020,102762,17,1
2020,102763,20,1
2020,102764,40,1
2020,102765,5,1
2020,102768,22,1
2020,102771,19,1
2020,102773,123,1
2020,102774,74,1
2020,102775,15,1
2020,102778,44,1
2020,102780,30,1
2020,102781,35,1
2020,102784,17,1
2020,102785,2,1
2020,102788,6,1
2020,102789,32,1
2020,102790,46,1
2020,102793,4,1
2020,102795,2,1
2020,102801,27,1
2020,102802,6,1
2020,102803,26,1
2020,102804,9,1
2020,102806,27,1
2020,102810,23,1
2020,102814,19,1
2020,102815,101,1
2020,102816,89,1
2020,102817,8,1
2020,102818,146,1
2020,102819,5,1
2020,102820,13,1
2020,102822,58,1
2020,102823,57,1
2020,102824,42,1
2020,102826,25,1
2020,102827,263,1
2020,102829,7,1
2020,102830,6,1
2020,102832,3,1
2020,102833,4,1
2020,102834,9,1
2020,102835,15,1
2020,102836,7,1
2020,102837,4,1
2020,102839,29,1
2020,102840,1,1
2020,102841,103,1
2020,102843,21,1
2020,102844,28,1
2020,102846,8,1
2020,102847,185,1
2020,102848,33,1
2020,102849,6,1
2020,102850,11,1
2020,102851,75,1
2020,102852,61,1
2020,102853,49,1
2020,102854,9,1
2020,102855,248,1
2020,102856,14,1
2020,102857,22,1
2020,102858,5,1
2020,102859,15,1
2020,102860,4,1
2020,102861,132,1
2020,102862,3,1
2020,102864,3,1
2020,102865,3,1
2020,102870,16,1
2020,102871,51,1
2020,102872,4,1
2020,102873,32,1
2020,102874,19,1
2020,102875,30,1
2020,102876,66,1
2020,102877,20,1
2020,102879,197,1
2020,102880,114,1
2020,102883,7,1
2020,102884,1,1
2020,102885,1,1
2020,102887,2,1
2020,102888,36,1
2020,102889,10,1
2020,102890,162,1
2020,102894,7,1
2020,102896,18,1
2020,102897,14,1
2020,102898,4,1
2020,102899,5,1
2020,102903,2,1
2020,102904,17,1
2020,102905,81,1
2020,102907,57,1
2020,102909,5,1
2020,102910,51,1
2020,102911,29,1
2020,102912,26,1
2020,102914,84,1
2020,102915,5,1
2020,102917,10,1
2020,102918,50,1
2020,102920,198,1
2020,102921,79,1
2020,102922,2,1
2020,102923,138,1
2020,102924,10,1
2020,102927,6,1
2020,102928,28,1
2020,102930,5,1
2020,102932,591,1
2020,102933,13,1
2020,102934,14,1
2020,102935,85,1
2020,102936,3,1
2020,102937,2,1
2020,102938,123,1
2020,102939,62,1
2020,102940,155,1
2020,102942,360,1
2020,102943,7,1
2020,102944,22,1
2020,102945,13,1
2020,102946,45,1
2020,102947,111,1
2020,102948,68,1
2020,102951,13,1
2020,102954,19,1
2020,102955,4,1
2020,102956,123,1
2020,102958,2,1
2020,102961,44,1
2020,102965,16,1
2020,102967,2,1
2020,102969,29,1
2020,102973,45,1
2020,102975,9,1
2020,102976,24,1
2020,102980,3,1
2020,102983,9,1
2020,102984,10,1
2020,102985,137,1
2020,102987,4,1
2020,102989,25,1
2020,102990,1,1
2020,102994,36,1
2020,102996,20,1
2020,102997,17,1
2020,102999,11,1
2020,103001,21,1
2020,103002,8,1
2020,103003,33,1
2020,103005,11,1
2020,103006,166,1
2020,103010,6,1
2020,103011,9,1
2020,103012,17,1
2020,103013,38,1
2020,103014,123,1
2020,103016,32,1
2020,103022,78,1
2020,103023,15,1
2020,103028,28,1
2020,103032,45,1
2020,103033,21,1
2020,103034,2,1
2020,103039,17,1
2020,103040,8,1
2020,103043,18,1
2020,103044,2,1
2020,103047,2,1
2020,103049,16,1
2020,103051,1,1
2020,103052,2,1
2020,103053,9,1
2020,103055,361,1
2020,103056,2,1
2020,103057,34,1
2020,103058,53,1
2020,103059,47,1
2020,103060,79,1
2020,103061,6,1
2020,103062,21,1
2020,103063,26,1
2020,103065,29,1
2020,103066,20,1
2020,103067,62,1
2020,103068,52,1
2020,103069,21,1
2020,103070,90,1
2020,103072,120,1
2020,103073,549,1
2020,103074,29,1
2020,103075,5,1
2020,103076,1,1
2020,103077,25,1
2020,103081,118,1
2020,103082,38,1
2020,103083,2,1
2020,103084,2,1
2020,103085,20,1
2020,103087,14,1
2020,103089,97,1
2020,103090,139,1
2020,103092,11,1
2020,103093,6,1
2020,103094,5,1
2020,103095,1,1
2020,103096,2,1
2020,103097,156,1
2020,103098,286,1
2020,103099,31,1
2020,103100,1,1
2020,103101,8,1
2020,103103,22,1
2020,103104,13,1
2020,103105,37,1
2020,103108,39,1
2020,103114,145,1
2020,103115,23,1
2020,103116,19,1
2020,103118,10,1
2020,103121,39,1
2020,103123,47,1
2020,103124,158,1
2020,103126,7,1
2020,103128,9,1
2020,103129,131,1
2020,103133,37,1
2020,103136,9,1
2020,103138,116,1
2020,103141,4,1
2020,103143,1,1
2020,103146,51,1
2020,103148,3,1
2020,103149,30,1
2020,103151,34,1
2020,103152,612,1
2020,103153,155,1
2020,103154,3,1
2020,103155,1,1
2020,103156,2,1
2020,103157,1,1
2020,103158,18,1
2020,103159,25,1
2020,103160,85,1
2020,103161,10,1
2020,103164,75,1
2020,103165,9,1
2020,103168,51,1
2020,103169,10,1
2020,103170,6,1
2020,103171,1,1
2020,103172,5,1
2020,103173,3,1
2020,103174,25,1
2020,103175,7,1
2020,103176,16,1
2020,103177,4,1
2020,103179,82,1
2020,103180,162,1
2020,103181,38,1
2020,103182,7,1
2020,103183,8,1
2020,103184,428,1
2020,103186,3463,1
